,Plant Name,Temperature,Humidity,PH,CO2,LIGHT,Light Hours,EC,Soilless Medium,Nutrient Mix,Week
3890,Arugula,72.5,85.5,6.2,530.3,1,0.8,1,Mix water,Nitrogen,2
3891,Arugula,52.7,72.9,6.4,497.7,3,1.1,1,coco coir,NPK,5
3892,Arugula,69.8,73,6.3,453.1,2,0.8,1.1,coco coir,CaNO3 and NPK ,1
3893,Arugula,50.1,75.9,6.5,415.7,2,1.2,1.2,rockwool,CaNO3 and NPK ,7
3894,Arugula,56.7,79.7,7.2,582.6,3,1.3,0.9,rockwool,calcium and potassium,8
3895,Arugula,62.3,81.5,6.7,554.4,3,0.9,1.2,coco coir,CaNO3 and NPK ,3
3896,Arugula,63.9,78,7.4,413.8,1,1.1,1.2,coco coir,calcium and potassium,8
3897,Arugula,63.4,82.1,7.4,640,2,0.8,0.9,rockwool,calcium and potassium,8
3898,Arugula,63.4,86.7,6.4,640.9,3,0.9,0.9,rockwool,Nitrogen,4
3899,Arugula,59.7,84.1,7.1,603.1,1,1.1,0.8,coco coir,NPK,5
3900,Arugula,65.5,71.6,6.8,583.8,2,0.9,0.9,coco coir,CaNO3 and NPK ,7
3901,Arugula,71.4,76.7,7.1,426.7,1,1,0.9,Mix water,NPk and MgSO4,1
3902,Arugula,56.1,71.5,7,697.1,1,0.9,0.9,coco coir,CaNO3 and NPK ,5
3903,Arugula,61.8,78.7,6.1,634.7,4,0.9,1.1,rockwool,CaNO3 and NPK ,8
3904,Arugula,60.1,85.9,7,541.5,1,1.3,1.3,rockwool,Nitrogen,5
3905,Arugula,55.1,71.2,6.3,602.9,2,1.3,0.9,Mix water,CaNO3 and NPK ,2
3906,Arugula,65.8,71.6,7.3,691.5,4,1,1,Mix water,NPk and MgSO4,5
3907,Arugula,51.9,77.5,7.1,598.2,2,1.3,0.9,coco coir,NPk and MgSO4,4
3908,Arugula,65.3,73.5,7,660.4,1,0.8,0.8,coco coir,Nitrogen,2
3909,Arugula,57.8,82.6,7.2,651.6,2,1,1.2,Mix water,calcium and potassium,1
3910,Arugula,61.2,70.4,7,696.4,2,1.3,1.2,rockwool,calcium and potassium,4
3911,Arugula,65.2,71.6,6.8,678.9,2,1.3,1.3,Mix water,CaNO3 and NPK ,3
3912,Arugula,69.3,71.3,6.3,659.1,3,1,1.2,Mix water,CaNO3 and NPK ,8
3913,Arugula,69.6,70.3,6,640,4,0.8,0.9,Mix water,NPK,5
3914,Arugula,64.4,89.4,6,646.2,3,0.9,0.9,Mix water,CaNO3 and NPK ,7
3915,Arugula,56.4,76,6.1,598.7,2,1,1,rockwool,NPK,3
3916,Arugula,65.1,74.2,6,416.7,3,1.1,0.9,Mix water,calcium and potassium,8
3917,Arugula,65.4,77.4,6.8,430.3,1,0.8,0.9,Mix water,Nitrogen,2
3918,Arugula,57,74.7,7.1,510,4,1.1,1.1,rockwool,NPk and MgSO4,7
3919,Arugula,73.4,75,6.9,698.4,1,0.9,0.8,Mix water,calcium and potassium,4
3920,Arugula,71.5,85.1,7.1,555.8,4,0.9,1.3,Mix water,Nitrogen,4
3921,Arugula,57,78.5,6.8,512.7,3,0.9,0.9,rockwool,CaNO3 and NPK ,5
3922,Arugula,69,74.5,6.5,549.7,1,1.1,0.8,Mix water,NPk and MgSO4,2
3923,Arugula,73.5,80.1,6.1,597.8,2,1,0.8,rockwool,calcium and potassium,3
3924,Arugula,58.1,75.2,6.1,476.6,1,1.2,0.8,coco coir,NPk and MgSO4,4
3925,Arugula,58,79.1,6.2,557.5,3,1,1.1,coco coir,CaNO3 and NPK ,7
3926,Arugula,73.7,73.6,6.9,674.2,2,1,1.2,coco coir,Nitrogen,8
3927,Arugula,64,83.8,6,682.7,2,1.3,1.3,coco coir,NPk and MgSO4,8
3928,Arugula,61,86.8,6.8,431.4,1,1,1,coco coir,calcium and potassium,7
3929,Arugula,50.1,74,7.3,506.8,4,1.3,1.2,Mix water,calcium and potassium,4
3930,Arugula,63.9,84.6,7,461.3,3,1.1,0.9,Mix water,calcium and potassium,3
3931,Arugula,73.2,84,6.1,592.3,1,0.8,1.2,coco coir,NPk and MgSO4,3
3932,Arugula,65,74.9,6.7,664.9,4,1.1,0.9,rockwool,CaNO3 and NPK ,4
3933,Arugula,55.2,83.1,6.6,459.9,2,1.3,1.3,Mix water,NPK,4
3934,Arugula,62,80.6,6.4,692.4,3,0.9,1.1,coco coir,CaNO3 and NPK ,7
3935,Arugula,72.2,73.1,7.4,606.9,4,1.1,1,rockwool,CaNO3 and NPK ,2
3936,Arugula,62.5,83.9,7.3,648.2,1,0.8,1.2,rockwool,calcium and potassium,8
3937,Arugula,70.8,74.2,7,696.4,4,0.9,1.2,coco coir,NPK,7
3938,Arugula,71.9,87.8,6.4,617.2,3,1.1,1,Mix water,NPk and MgSO4,5
3939,Arugula,54,76.6,7.4,524.4,4,1.3,1.3,rockwool,NPk and MgSO4,3
3940,Arugula,59.3,72.9,6.1,672.7,4,1.1,0.8,Mix water,calcium and potassium,6
3941,Arugula,67.9,70.8,6.1,485.3,2,1.1,1.1,rockwool,calcium and potassium,2
3942,Arugula,64.3,82.9,6.1,527,1,1.1,0.8,Mix water,NPK,6
3943,Arugula,56.2,86.9,7.3,682.2,4,1.3,0.9,coco coir,Nitrogen,2
3944,Arugula,73.5,80.1,6.1,400.1,1,1.3,0.8,rockwool,CaNO3 and NPK ,2
3945,Arugula,68.7,76.9,6.9,462.9,1,0.8,0.8,rockwool,Nitrogen,1
3946,Arugula,60.7,83.3,6.2,542.6,1,1,0.8,Mix water,NPK,1
3947,Arugula,53.8,88.5,6.9,657.7,3,1,1.3,Mix water,NPk and MgSO4,6
3948,Arugula,67,88.6,6,498.2,3,0.8,1.3,rockwool,NPK,7
3949,Arugula,60.9,76.1,6.7,579.5,2,1.3,1.3,coco coir,NPk and MgSO4,7
3950,Arugula,56,84.8,6.2,506.4,4,1,1.1,coco coir,calcium and potassium,2
3951,Arugula,72.9,86.1,6.5,638.9,2,1.3,1,coco coir,NPK,8
3952,Arugula,69.1,84.1,6.3,681.7,4,0.8,0.9,coco coir,CaNO3 and NPK ,4
3953,Arugula,70.1,86.5,6.4,696,3,0.8,1.2,Mix water,NPK,8
3954,Arugula,54.3,73.4,6.4,678.1,1,0.8,1.3,Mix water,NPK,4
3955,Arugula,70.4,86.5,7.1,623.8,2,0.8,0.9,rockwool,Nitrogen,7
3956,Arugula,60,73.3,6.5,677.1,3,0.8,0.8,Mix water,calcium and potassium,5
3957,Arugula,53.7,80.6,6.9,578.2,2,0.8,1,rockwool,CaNO3 and NPK ,7
3958,Arugula,50.4,83.1,6.7,581.3,4,1.1,1.3,Mix water,Nitrogen,6
3959,Arugula,60.4,84.3,6.2,648.5,1,1,1,rockwool,calcium and potassium,1
3960,Arugula,67.4,75.3,7,603.1,2,0.9,1.1,Mix water,NPk and MgSO4,6
3961,Arugula,55.2,85.7,7.3,679.1,4,0.8,1.3,Mix water,NPK,8
3962,Arugula,67.1,70.1,7.3,542.1,4,1,0.8,Mix water,CaNO3 and NPK ,8
3963,Arugula,63.9,81.5,7.2,512.6,4,0.9,0.9,rockwool,calcium and potassium,3
3964,Arugula,54.7,83,6.4,522,3,0.8,1.1,rockwool,CaNO3 and NPK ,5
3965,Arugula,60.5,83.4,7,695,4,1.1,1,Mix water,NPK,3
3966,Arugula,55.8,71,6.4,594.8,2,0.9,1,coco coir,NPk and MgSO4,3
3967,Arugula,68.8,87,6.4,603,4,1.2,1.1,coco coir,Nitrogen,1
3968,Arugula,63.6,72.1,6.2,426.5,4,1,1.1,Mix water,CaNO3 and NPK ,6
3969,Arugula,67.3,82.6,7.3,412.4,1,1.2,1,rockwool,CaNO3 and NPK ,7
3970,Arugula,73.4,70.3,6.2,642.6,3,0.8,1,rockwool,NPk and MgSO4,8
3971,Arugula,54.2,75.8,6.6,457.7,1,0.8,1.1,rockwool,NPk and MgSO4,1
3972,Arugula,52.6,83.8,6.4,511.9,2,1,1.1,Mix water,NPk and MgSO4,1
3973,Arugula,59.6,80.4,6.5,484.1,2,1.1,0.9,coco coir,NPk and MgSO4,2
3974,Arugula,68.6,87.6,6.1,679,3,1,0.8,coco coir,calcium and potassium,6
3975,Arugula,64.8,74.4,6.2,544.2,1,1.2,1.1,Mix water,CaNO3 and NPK ,1
3976,Arugula,72,82.9,7.1,487.8,2,1.3,1.3,coco coir,CaNO3 and NPK ,5
3977,Arugula,58.4,88.2,6.3,511.7,2,1.1,0.9,Mix water,CaNO3 and NPK ,7
3978,Arugula,66.4,84.8,6.6,509.5,1,0.8,1.2,rockwool,NPK,3
3979,Arugula,61.3,84.6,6.3,536,4,1.3,0.8,Mix water,NPK,3
3980,Arugula,69.6,74.3,6.2,549.2,4,1,1.1,rockwool,calcium and potassium,8
3981,Arugula,52.4,81.2,6.7,511.1,3,1.3,1.1,Mix water,NPK,8
3982,Arugula,52.7,80.9,6.8,563.1,2,1.3,1.2,coco coir,NPk and MgSO4,6
3983,Arugula,53.9,78.1,6.9,510.4,1,1,0.8,Mix water,NPK,6
3984,Arugula,62.8,84.3,7.2,499.6,3,0.9,1.3,Mix water,Nitrogen,7
3985,Arugula,72.1,87.2,6.5,575.3,4,1.2,1.1,rockwool,NPk and MgSO4,8
3986,Arugula,70.1,88.4,6.8,412.9,2,1.3,1.1,rockwool,calcium and potassium,6
3987,Arugula,57.4,83.9,6.7,615.4,1,1,0.8,coco coir,calcium and potassium,6
3988,Arugula,59.7,88.7,6.7,483.7,2,1,0.9,Mix water,NPK,8
3989,Arugula,67.4,76.3,6.5,415.7,2,1.3,0.8,rockwool,calcium and potassium,8
3990,Arugula,65.5,77.7,6.8,671.6,4,1.1,1.3,rockwool,Nitrogen,3
3991,Arugula,52.2,81.8,6.1,659.5,1,1,1.2,coco coir,NPk and MgSO4,8
3992,Arugula,50.2,88.4,6.3,675.7,4,1.3,0.8,rockwool,calcium and potassium,3
3993,Arugula,63.8,86.8,6.5,523.4,4,0.8,0.8,rockwool,Nitrogen,1
3994,Arugula,67.9,89.1,7.2,672.5,2,1.2,0.8,rockwool,NPk and MgSO4,1
3995,Arugula,60,88,7.2,407.9,3,1.2,0.9,Mix water,NPk and MgSO4,5
3996,Arugula,69.2,70.5,6.2,564.5,2,1.3,1.3,coco coir,NPk and MgSO4,5
3997,Arugula,52,87.4,6.7,611.6,1,1,1,rockwool,NPk and MgSO4,1
3998,Arugula,73,85.3,6.9,521.1,2,1,1.2,coco coir,calcium and potassium,5
3999,Arugula,52,72.7,6.5,527.2,3,1.2,1.2,rockwool,calcium and potassium,2
4000,Arugula,70.8,76.1,6.4,625.7,3,0.8,1.1,coco coir,NPK,6
4001,Arugula,59.7,87.1,6,657.1,1,1.2,1,Mix water,NPK,8
4002,Arugula,53.2,89.4,6.3,509.9,4,1,1.2,coco coir,CaNO3 and NPK ,1
4003,Arugula,70.5,73.1,7,507.4,3,1,1.2,rockwool,NPk and MgSO4,6
4004,Arugula,65,76.1,6.3,692.1,1,1.2,1.1,coco coir,NPk and MgSO4,3
4005,Arugula,68.2,87.1,6.3,540.6,4,1,0.8,coco coir,CaNO3 and NPK ,5
4006,Arugula,55,72.5,6.7,490.5,3,1,0.8,rockwool,CaNO3 and NPK ,3
4007,Arugula,69.3,87.8,6.6,464.3,4,1.2,1.3,rockwool,Nitrogen,8
4008,Arugula,50.9,85.6,6.6,479.4,4,1,0.8,Mix water,calcium and potassium,8
4009,Arugula,71.3,81.8,6.1,572.8,1,1.3,1.3,Mix water,calcium and potassium,4
4010,Arugula,71.5,82.2,7,599.7,1,0.8,0.9,rockwool,NPk and MgSO4,3
4011,Arugula,63.4,79.6,7.2,627.4,4,1,0.8,rockwool,calcium and potassium,1
4012,Arugula,59.1,81.1,6,532.4,2,0.9,1.1,Mix water,NPK,5
4013,Arugula,53.6,71.9,6.2,675.7,4,0.9,1.3,Mix water,calcium and potassium,6
4014,Arugula,54.4,85.8,7.1,454.6,1,0.9,1.3,Mix water,calcium and potassium,7
4015,Arugula,60.3,77.6,6.6,574.4,1,0.9,1,coco coir,calcium and potassium,7
4016,Arugula,63.3,89.5,6.6,631.8,3,0.9,1.1,coco coir,CaNO3 and NPK ,3
4017,Arugula,71.6,80.1,7,644.7,2,1,0.8,coco coir,NPk and MgSO4,3
4018,Arugula,70.2,77.3,6.6,508.4,2,0.8,1,rockwool,CaNO3 and NPK ,7
4019,Arugula,72,72,6.8,689.5,1,1.2,1.3,Mix water,calcium and potassium,7
4020,Arugula,58.2,81.5,6.8,624.1,3,1.3,0.8,rockwool,CaNO3 and NPK ,8
4021,Arugula,59.9,73.6,6.1,554.7,1,1.1,0.9,rockwool,NPK,6
4022,Arugula,72.5,81.4,6.8,588.6,4,0.8,1.2,Mix water,NPK,6
4023,Arugula,58.1,81.8,6.2,622.9,2,0.8,1.1,rockwool,CaNO3 and NPK ,2
4024,Arugula,53,73.1,6.5,693.6,4,1.2,1.2,coco coir,NPK,2
4025,Arugula,63.3,76.1,6.1,514.8,3,1.3,1.1,Mix water,NPk and MgSO4,1
4026,Arugula,59.4,73.5,6.2,660.6,1,0.9,1,Mix water,calcium and potassium,2
4027,Arugula,66.4,84.8,6.6,544.9,3,0.8,1.2,rockwool,NPk and MgSO4,4
4028,Arugula,68.2,79.9,7.1,553.8,2,1.3,0.9,rockwool,NPK,1
4029,Arugula,61.1,80.3,6.5,605.1,1,0.9,1.2,Mix water,Nitrogen,6
4030,Arugula,54.5,71.5,7.4,515,3,1.2,1.3,Mix water,Nitrogen,8
4031,Arugula,55.4,89.3,7.3,542,1,1.1,1,Mix water,NPk and MgSO4,6
4032,Arugula,66.6,77.2,7.4,593.5,2,0.8,0.9,coco coir,Nitrogen,8
4033,Arugula,60,75.5,6.9,414.1,2,1,1,Mix water,NPk and MgSO4,4
4034,Arugula,57.2,89.1,6.8,682.9,1,0.9,1.2,rockwool,Nitrogen,3
4035,Arugula,66.5,81.8,6.9,496,4,1.1,1.2,coco coir,CaNO3 and NPK ,2
4036,Arugula,52,76.1,7.3,698.2,2,1.3,0.8,coco coir,NPk and MgSO4,5
4037,Arugula,54.6,82.7,7,467.9,4,1.3,1.1,Mix water,CaNO3 and NPK ,1
4038,Arugula,64.7,74.1,6.2,624,3,1,0.8,rockwool,Nitrogen,8
4039,Arugula,73.7,83.4,7,567.8,3,0.9,1.1,Mix water,NPK,2
4040,Arugula,52.2,80.2,6.1,539.8,2,1.3,0.8,rockwool,calcium and potassium,4
4041,Arugula,55.1,70.2,7.2,538.8,2,1.3,1.2,Mix water,calcium and potassium,1
4042,Arugula,61.4,86.4,6,602.2,3,1.1,0.8,Mix water,calcium and potassium,6
4043,Arugula,55.4,83.9,6.4,432.4,2,1.1,1.2,rockwool,Nitrogen,2
4044,Arugula,65.8,82.6,6.9,638.5,3,0.8,1,rockwool,NPk and MgSO4,5
4045,Arugula,72.2,73.2,6,671.3,2,1.2,0.8,coco coir,NPK,6
4046,Arugula,57.6,77.3,6.9,615,3,0.9,1.2,coco coir,NPK,3
4047,Arugula,51.9,75.1,7.1,643.9,1,1.3,1,coco coir,calcium and potassium,6
4048,Arugula,54.8,84.8,7.3,630.5,1,1.3,1,rockwool,calcium and potassium,3
4049,Arugula,58.1,89.6,6,452.4,1,1.2,0.9,rockwool,CaNO3 and NPK ,5
4050,Arugula,64.5,74.9,6.5,529.8,3,1.2,1.3,rockwool,calcium and potassium,3
4051,Arugula,60.7,82.4,6.3,626.2,2,1,0.8,coco coir,calcium and potassium,5
4052,Arugula,54,77.7,6.5,663.2,1,1.1,1.2,coco coir,calcium and potassium,7
4053,Arugula,55,70.4,6.7,527,4,1.1,0.9,rockwool,NPK,3
4054,Arugula,54.3,82.8,6.1,574.2,4,1.2,0.8,Mix water,Nitrogen,4
4055,Arugula,63.7,80,7.3,561.7,1,1.3,0.8,rockwool,CaNO3 and NPK ,2
4056,Arugula,72.5,76.7,7.1,419.7,3,0.9,1.1,rockwool,Nitrogen,1
4057,Arugula,50.3,74.6,6.5,572.1,3,1,1,rockwool,CaNO3 and NPK ,8
4058,Arugula,53.5,76.9,6.6,554.5,1,1,0.8,Mix water,NPK,4
4059,Arugula,60.3,89.5,7.2,603.9,2,1,1.1,Mix water,NPk and MgSO4,6
4060,Arugula,56.7,75,6,497.3,3,1.2,0.8,rockwool,calcium and potassium,7
4061,Arugula,63.3,79.8,6.5,411.7,2,1.1,1.2,Mix water,calcium and potassium,8
4062,Arugula,54.2,82.1,6.1,561.4,3,1.1,1,coco coir,Nitrogen,3
4063,Arugula,70.4,89.9,6.4,495.5,3,0.9,0.9,rockwool,calcium and potassium,2
4064,Arugula,73.6,78.3,6,639.1,4,1,1.2,rockwool,Nitrogen,4
4065,Arugula,50,70.3,7.3,510.7,2,0.9,1.3,coco coir,NPk and MgSO4,3
4066,Arugula,57.3,82.4,6.8,692.5,4,0.8,0.9,rockwool,NPK,7
4067,Arugula,73.8,73.4,7,591.1,3,0.8,0.9,Mix water,Nitrogen,7
4068,Arugula,63.4,77.6,6.7,467,2,1.3,1.3,rockwool,CaNO3 and NPK ,5
4069,Arugula,65.5,83.3,6.2,452.5,3,1.3,1,rockwool,calcium and potassium,5
4070,Arugula,68.2,76.8,6.3,620.2,4,1.1,0.9,coco coir,calcium and potassium,8
4071,Arugula,67.8,71.4,6,447.9,2,0.9,1,coco coir,Nitrogen,2
4072,Arugula,62.6,85.4,6.5,693.3,4,0.8,1.3,Mix water,NPK,8
4073,Arugula,73.6,75.7,6.9,659.5,2,0.8,1.2,coco coir,NPK,5
4074,Arugula,73,80.6,6.1,414,3,0.8,1.3,Mix water,NPK,8
4075,Arugula,62.1,71.9,7,480.4,1,1.3,1,coco coir,Nitrogen,8
4076,Arugula,56.2,70.3,6.3,423.2,4,0.8,1.1,coco coir,Nitrogen,1
4077,Arugula,51.1,88.7,6,467.5,1,1.2,0.8,rockwool,calcium and potassium,1
4078,Arugula,59.1,77.8,7.2,681.9,1,0.8,0.9,rockwool,Nitrogen,7
4079,Arugula,64,75,7.4,685.2,2,1.2,1,Mix water,Nitrogen,8
4080,Arugula,66.4,82.5,6.3,641.8,1,0.8,1.2,rockwool,CaNO3 and NPK ,8
4081,Arugula,56.7,85.4,7.1,475.9,4,0.8,0.8,Mix water,NPk and MgSO4,6
4082,Arugula,52.4,86.3,6.9,471.5,3,1,1,Mix water,NPk and MgSO4,7
4083,Arugula,56.5,87.4,6,559.3,2,1.3,0.9,coco coir,NPK,8
4084,Arugula,66.4,83.3,7.2,554,3,0.9,0.8,Mix water,NPK,4
4085,Arugula,65.7,85.4,6.9,680.2,3,1.1,0.8,coco coir,NPK,2
4086,Arugula,52.1,81.3,7,636.1,4,1,1,coco coir,CaNO3 and NPK ,6
4087,Arugula,56.3,89.9,6.8,436.4,1,0.8,1.1,Mix water,calcium and potassium,3
4088,Arugula,61.1,77.1,6.9,440.6,4,0.9,1.3,rockwool,NPk and MgSO4,3
4089,Arugula,59.3,71.2,6.8,659.5,3,1,1,rockwool,calcium and potassium,4
4090,Arugula,53.7,72.4,6.9,409.3,2,1,0.9,rockwool,NPk and MgSO4,4
4091,Arugula,71.6,75.4,6.3,598.1,1,0.9,1.1,Mix water,NPK,2
4092,Arugula,72.3,88.3,6.3,587.5,1,1,0.9,rockwool,calcium and potassium,3
4093,Arugula,54,79.1,6,428.5,3,1,1.1,coco coir,NPk and MgSO4,2
4094,Arugula,61.6,81.7,7.2,637.9,1,1.1,1,coco coir,CaNO3 and NPK ,3
4095,Arugula,58.6,85.9,7,429.5,2,1.3,1.1,Mix water,Nitrogen,7
4096,Arugula,60,87.9,6.3,420.7,1,0.8,0.8,coco coir,calcium and potassium,8
4097,Arugula,54.2,74.5,6.5,676.3,2,1.3,1.1,coco coir,NPK,6
4098,Arugula,55,83.4,7.1,608.3,3,0.8,0.8,Mix water,calcium and potassium,6
4099,Arugula,57.9,76,6,417.7,4,1.2,1.3,rockwool,Nitrogen,2
4100,Arugula,50.8,75.2,6.5,640.4,1,1,1,coco coir,NPK,8
4101,Arugula,50.8,88.5,7.2,553.6,3,0.8,1.1,coco coir,Nitrogen,6
4102,Arugula,63.8,74.6,6.9,472,1,1.3,0.8,rockwool,NPK,3
4103,Arugula,54.6,82.7,7,429.4,2,1,1.2,coco coir,CaNO3 and NPK ,3
4104,Arugula,69.8,72.9,6.9,402.5,1,0.8,1.3,rockwool,NPk and MgSO4,5
4105,Arugula,66,77.6,6.4,463,1,1,1.2,rockwool,calcium and potassium,8
4106,Arugula,50.9,84.1,6.3,488.4,2,1.2,1.2,rockwool,NPK,3
4107,Arugula,69.7,84.8,7.3,680,4,1.1,0.8,Mix water,Nitrogen,5
4108,Arugula,59.4,86.9,6.7,454.1,4,0.9,1.2,Mix water,NPk and MgSO4,8
4109,Arugula,52.4,83,6.4,495.9,1,0.8,1,Mix water,Nitrogen,4
4110,Arugula,55.5,85.9,6,662.2,2,1.3,1.2,coco coir,calcium and potassium,2
4111,Arugula,52.1,74.1,7,535.1,2,1.3,1.3,rockwool,calcium and potassium,7
4112,Arugula,52.9,83.3,6.2,523.4,1,0.8,1.2,Mix water,NPK,1
4113,Arugula,56.5,73.1,7.4,573.3,1,0.9,0.9,Mix water,CaNO3 and NPK ,7
4114,Arugula,54.9,76.9,6.4,429.9,3,0.9,0.8,rockwool,NPk and MgSO4,1
4115,Arugula,70.5,89.3,7.2,531,3,1.2,0.9,coco coir,calcium and potassium,3
4116,Arugula,70.6,78.2,6.9,696.5,1,0.8,1,Mix water,calcium and potassium,7
4117,Arugula,56.7,84.1,7.2,451.8,2,0.9,1.1,Mix water,CaNO3 and NPK ,6
4118,Arugula,61.9,71.4,6.3,588.4,2,0.8,1,rockwool,calcium and potassium,1
4119,Arugula,53.4,71.5,6.5,611.4,2,1.3,1.3,rockwool,calcium and potassium,3
4120,Arugula,57.9,79.9,6.6,598.7,2,1.1,1.1,Mix water,NPK,4
4121,Arugula,71.1,73.2,7.2,442.5,2,1.2,1.1,coco coir,CaNO3 and NPK ,7
4122,Arugula,73.6,86.3,6.9,603.7,1,0.9,1.2,rockwool,calcium and potassium,4
4123,Arugula,53.8,84.8,7.4,450.7,4,1.3,1,rockwool,Nitrogen,4
4124,Arugula,50.2,87.4,6.6,511.8,1,0.8,1.2,rockwool,Nitrogen,5
4125,Arugula,66.9,78.2,6.1,467.1,3,0.9,1.2,Mix water,Nitrogen,7
4126,Arugula,50.9,82.2,6.5,689.5,4,1,0.8,coco coir,NPk and MgSO4,7
4127,Arugula,61.6,77,7.2,576.4,4,1,1.2,Mix water,Nitrogen,1
4128,Arugula,52.9,88.4,7.3,636.6,4,1.3,1.1,coco coir,NPk and MgSO4,3
4129,Arugula,67.9,85.1,6,441.4,2,0.9,1,rockwool,Nitrogen,4
4130,Arugula,68,75.4,7.3,676,4,1.1,1.2,rockwool,calcium and potassium,6
4131,Arugula,65.4,70.7,6.3,477,3,1.1,0.9,rockwool,Nitrogen,3
4132,Arugula,52.2,84.7,6.8,605.3,3,1.1,0.8,coco coir,Nitrogen,7
4133,Arugula,62.6,86.4,6.7,538.4,4,1,1.3,rockwool,NPK,4
4134,Arugula,58.6,83.7,6.5,405.2,1,0.8,1.1,Mix water,calcium and potassium,1
4135,Arugula,68.8,84.7,6.1,677.3,2,1,1.1,rockwool,CaNO3 and NPK ,3
4136,Arugula,63.3,84.8,7.4,531,2,1,1.1,coco coir,calcium and potassium,7
4137,Arugula,73.3,87.7,7.1,402.3,3,1.1,1.2,coco coir,Nitrogen,5
4138,Arugula,62.8,70.2,6,556.6,3,1,1.2,Mix water,NPK,8
4139,Arugula,67.2,88.8,6.4,478.2,2,1,1.2,coco coir,CaNO3 and NPK ,6
4140,Arugula,73.3,86.2,6.9,602.1,1,1.2,1.1,rockwool,NPK,5
4141,Arugula,66.5,79.2,7.2,453.9,3,1.2,1.1,rockwool,Nitrogen,3
4142,Arugula,58.2,74.6,6.8,402.2,3,1.1,1.3,Mix water,Nitrogen,5
4143,Arugula,60.8,74.8,7.4,477.4,1,0.9,1.1,Mix water,calcium and potassium,2
4144,Arugula,68.3,82.8,6.9,496.6,2,0.9,0.8,Mix water,Nitrogen,6
4145,Arugula,60.7,82.2,7.3,552.1,4,0.9,0.9,coco coir,calcium and potassium,3
4146,Arugula,73,81.6,6.6,607.9,3,1,1.1,coco coir,calcium and potassium,5
4147,Arugula,60.6,83.9,6.6,530.4,4,1.2,1.2,Mix water,CaNO3 and NPK ,2
4148,Arugula,58.1,74.2,6.4,537.5,2,0.9,1.2,rockwool,Nitrogen,2
4149,Arugula,56,82.8,6.2,653.7,1,1.1,1,rockwool,Nitrogen,1
4150,Arugula,63.7,79.6,7.1,530.2,1,1.3,1.2,Mix water,NPK,3
4151,Arugula,50.5,73.9,6.5,563.4,1,1.3,1.1,coco coir,CaNO3 and NPK ,4
4152,Arugula,73.3,79.7,6.5,410.8,3,0.8,0.8,coco coir,NPK,3
4153,Arugula,71.6,78.7,7.2,583.3,2,1,1.1,coco coir,Nitrogen,2
4154,Arugula,65.6,81.9,7.1,605.6,3,1.1,1.1,rockwool,NPK,1
4155,Arugula,67.6,77.8,6,507.2,2,0.8,1.1,Mix water,Nitrogen,3
4156,Arugula,73.1,81.1,6,590.9,4,0.8,1.1,Mix water,NPK,7
4157,Arugula,61.7,74.8,7.1,643.9,3,0.8,1.2,Mix water,Nitrogen,6
4158,Arugula,52.3,87.3,7.2,691.1,3,1.1,1.2,Mix water,calcium and potassium,8
4159,Arugula,52.2,76.4,7.2,595.7,3,0.9,0.9,rockwool,NPK,4
4160,Arugula,69.4,88.4,6.9,464.9,3,1.2,1,coco coir,NPK,5
4161,Arugula,69.8,73.6,6.2,698.5,2,1.1,1.2,rockwool,Nitrogen,4
4162,Arugula,50,87.3,6.8,534.1,1,0.9,0.9,rockwool,NPK,6
4163,Arugula,57.8,81.9,6.1,591.4,4,1.3,0.9,coco coir,CaNO3 and NPK ,1
4164,Arugula,72.5,70.3,7.3,566.5,3,1.1,1.1,coco coir,NPk and MgSO4,1
4165,Arugula,73,71.8,6.1,688,2,0.8,0.8,rockwool,Nitrogen,4
4166,Arugula,68.5,78.1,6,617.6,2,1,1.2,coco coir,CaNO3 and NPK ,6
4167,Arugula,56.7,81.1,6,680.6,3,0.9,1.1,Mix water,NPK,8
4168,Arugula,54.9,73.7,6.3,421.9,1,1,0.9,rockwool,NPk and MgSO4,7
4169,Arugula,59.1,89.3,6,649.3,2,1.3,1.1,coco coir,NPK,6
4170,Arugula,52.2,72.4,6.9,650.6,4,1.1,1.1,Mix water,NPk and MgSO4,8
4171,Arugula,62.4,82.6,6.5,594.7,1,1.3,0.8,rockwool,NPK,1
4172,Arugula,62,79.8,6.5,677.4,1,1.3,1.3,coco coir,NPK,5
4173,Arugula,67.1,77.5,7.1,649.5,2,0.9,1.1,Mix water,NPK,5
4174,Arugula,50.1,88.6,6.4,461.4,4,1.3,1.3,Mix water,Nitrogen,8
4175,Arugula,59.1,71.2,6.4,672.4,3,0.8,0.9,Mix water,CaNO3 and NPK ,8
4176,Arugula,53.1,89.5,6.1,640.5,4,1.1,0.9,Mix water,NPK,7
4177,Arugula,66.4,75,6.5,617.4,3,1.2,1.1,coco coir,Nitrogen,1
4178,Arugula,56.8,76.2,6,533.4,3,1.2,1.2,coco coir,calcium and potassium,4
4179,Arugula,60.1,82.3,6.6,415.5,4,0.8,1.1,coco coir,Nitrogen,3
4180,Arugula,56.4,81.7,6.9,437,4,0.9,0.9,rockwool,calcium and potassium,2
4181,Arugula,62.8,80.3,7.3,621.4,4,0.9,1.2,rockwool,Nitrogen,3
4182,Arugula,55.1,79.8,6.1,549.7,3,1.2,1.3,coco coir,calcium and potassium,3
